paper_id	peptide	mic_value	mic_unit	mic_target	tox_endpoint	tox_value	tox_unit	ti	note
doi__10.1021_acs.jmedchem.3c00460	HP17	8.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP18	6.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	166.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP19	3.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	333.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP20	8.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP21	4.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP22	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP23	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP24	6.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	250.0	ug/mL	41.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP25	12.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	2000.0	ug/mL	166.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP26	4.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP27	4.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP28	3.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	333.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP29	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	250.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP30	8.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP31	8.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	2000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP32	4.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	16.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP33	3.0	ug/mL	{"class":"bacterial_strain","species":"S	MHC	125.0	ug/mL	41.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP34	12.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	63.0	ug/mL	5.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP35	4.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	125.0	ug/mL	31.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP36	12.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	63.0	ug/mL	5.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP37	6.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	250.0	ug/mL	41.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	2ln65	64.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	15.6	ug/mL	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	2ln69	64.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	15.6	ug/mL	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	polymyxin B	0.25	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	100.0	ug/mL	400.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	gentamicin	0.25	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	33.0	ug/mL	132.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	colistin	0.25	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	36.5	ug/mL	146.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	compound 10	0.5	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	128.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	compound 14	0.5	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	128.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	compound 15	1.0	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	128.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5b01593	compound 38	0.5	ug/mL	{"class":"Gram-negative bacterium","spec	CC50	125.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.5c01193	Novltex analogue 12	0.063	ug/mL	{"class":"clinical_isolate","gram_status	cytotoxicity_threshold	50.0	ug/mL	793.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsbiomedchemau.4c00119	Spiniferin(E4dR)	6.25	uM	{"class":"bacteria","species":"Escherich	hemolysis	100.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	PMBe	0.2	ug/mL	{"class":"bacterium","species":"Acinetob	MHC	2000.0	ug/mL	10000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	Oncf	1.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	1000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	ln65	1.0	ug/mL	{"class":"bacterium","species":"Staphylo	MHC	125.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	ln69	1.0	ug/mL	{"class":"bacterium","species":"Staphylo	MHC	1000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB1	1.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	1000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB2	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB3	3.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	666.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB4	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB5	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	1000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB6	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	250.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB7	1.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	2000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB8	3.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	666.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB9	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB10	2.0	ug/mL	{"class":"bacterium","species":"Escheric	MHC	2000.0	ug/mL	1000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.3c00421	EB11	1.0	ug/mL	{"class":"bacterium","species":"Staphylo	MHC	2000.0	ug/mL	2000.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	arenicin-3	0.125	ug/mL	{"gram_status":"Gram-negative","raw_targ	CC50	202.3	ug/mL	1618.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	tachyplesin-1	0.016	ug/mL	{"gram_status":"Gram-negative","raw_targ	CC50	197.35	ug/mL	12334.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	polyphemusin-1	0.03	ug/mL	{"gram_status":"Gram-negative","raw_targ	CC50	112.55	ug/mL	3751.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	gomesin	2.0	ug/mL	{"gram_status":"Gram-positive","raw_targ	CC50	139.25	ug/mL	69.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	protegrin-1	0.015	ug/mL	{"gram_status":"Gram-negative","raw_targ	CC50	62.65	ug/mL	4176.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsinfecdis.6b00045	thanatin	2.0	ug/mL	{"gram_status":"Gram-negative","raw_targ	CC50	300.0	ug/mL	150.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.0c01462	Pal-alpha-MSH(11-13)	11.36	uM	{"class":"bacteria","gram_status":"Gram-	HC50	62.5	uM	5.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	Anoplin	8.0	uM	{"class":"bacteria","species":"Bacillus 	MHC	256.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	A-C4	64.0	uM	{"class":"bacteria","species":"Pseudomon	MHC	256.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	A-C6	16.0	uM	{"class":"bacteria","species":"Bacillus 	MHC	256.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	A-C8	8.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	210.63	uM	26.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	A-C10	8.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	16.36	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	A-C12	16.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	11.38	uM	0.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A	4.0	uM	{"class":"bacteria","species":"Bacillus 	MHC	51.2	uM	12.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A-C4	4.0	uM	{"class":"bacteria","species":"Bacillus 	MHC	27.61	uM	6.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A-C6	4.0	uM	{"class":"bacteria","species":"Escherich	MHC	6.08	uM	1.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A-C8	16.0	uM	{"class":"bacteria","species":"Escherich	MHC	5.67	uM	0.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A-C10	64.0	uM	{"class":"bacteria","species":"Escherich	MHC	26.56	uM	0.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	K-2A-C12	128.0	uM	{"class":"bacteria","species":"Escherich	MHC	15.16	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A	4.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	2.53	uM	0.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A-C4	2.0	uM	{"class":"bacteria","species":"Pseudomon	MHC	3.18	uM	1.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A-C6	8.0	uM	{"class":"bacteria","species":"Bacillus 	MHC	0.71	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A-C8	32.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	59.73	uM	1.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A-C10	32.0	uM	{"class":"bacteria","species":"Pseudomon	MHC	146.63	uM	4.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	2K-3A-C12	64.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	103.52	uM	1.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A	8.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	1.31	uM	0.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A-C4	8.0	uM	{"class":"bacteria","species":"Escherich	MHC	1.06	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A-C6	32.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	10.91	uM	0.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A-C8	256.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	103.4	uM	0.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A-C10	256.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	12.51	uM	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.1c01854	3K-4A-C12	256.0	uM	{"class":"bacteria","species":"Staphyloc	MHC	210.92	uM	0.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW4	32.0	ug/mL	{"class":"fungus","species":"Candida alb	CC50	32.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW6	0.25	ug/mL	{"class":"fungus","species":"Cryptococcu	CC50	16.12	ug/mL	64.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW8	0.5	ug/mL	{"class":"fungus","species":"Cryptococcu	CC50	16.23	ug/mL	32.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW4P	0.25	ug/mL	{"class":"fungus","species":"Cryptococcu	CC50	32.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW6P	0.25	ug/mL	{"class":"fungus","species":"Candida alb	CC50	32.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW8P	0.25	ug/mL	{"class":"fungus","species":"Cryptococcu	CC50	32.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	RW6-2P	0.25	ug/mL	{"class":"fungus","species":"Candida alb	CC50	32.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acsomega.4c09054	Indolicidin	32.0	ug/mL	{"class":"fungus","species":"Candida alb	CC50	32.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_ki.2012.410	Ribonuclease 7 (RNase 7)	0.1	uM	{"class":"bacteria","species":"Enterococ	cytotoxicity	7.0	uM	70.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	Arenicin-3	1.0	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	220.5	ug/mL	220.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	AA139	0.125	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	2200.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17125	0.125	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	180.0	ug/mL	1440.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17126	0.125	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	2200.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17143	0.25	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	1100.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17160	0.125	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	2200.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17211	0.5	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	550.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17224	0.06	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	4583.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17228	0.125	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	275.0	ug/mL	2200.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-020-16950-x	NZ17230	0.25	ug/mL	{"class":"bacteria","species":"E. coli A	CC50	236.5	ug/mL	946.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Pexiganan	2.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Hydraganan-1	2.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Hydraganan-2	16.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	GQ20	256.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Olabogan	32.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	65.0	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Ratigan	4.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Rudyxin	4.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Armaganan	4.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Sophieganan	2.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	167.0	ug/mL	83.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Piomiren	4.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin	128.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin-TI4	64.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Killixin	8.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	76.0	ug/mL	9.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin-TII6	64.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin-TII7	64.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin-TII8	512.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Syphaxin-TIII5	64.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	OP-145	32.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Varsavian	32.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	OP-145-TI3	64.0	ug/mL	{"class":"bacteria","raw_label":"A. baum	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Papan	32.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	310.0	ug/mL	9.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	OP-145-TII4	128.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	166.0	ug/mL	1.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	OP-145-TII5	64.0	ug/mL	{"class":"bacteria","raw_label":"S. aure	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	OP-145-TIII4	64.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1038_s41467-023-36994-z	Omiganan	32.0	ug/mL	{"class":"bacteria","raw_label":"E. coli	HC50	512.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
