artifact	old_id	new_id
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.1186/s13568-016-0295-8)	10.1186/s13568-016-0295-8
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.3892/mmr.2017.7418)	10.3892/mmr.2017.7418
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1038/srep46541)	10.1038/srep46541
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1186/s40409-017-0094-y)	10.1186/s40409-017-0094-y
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1038/srep22008)	10.1038/srep22008
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1186/s40409-017-0130-y)	10.1186/s40409-017-0130-y
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.1371/journal.pone.0176088)	10.1371/journal.pone.0176088
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.3389/fmicb.2017.00628)	10.3389/fmicb.2017.00628
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.1186/s12941-017-0193-1)	10.1186/s12941-017-0193-1
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.3389/fchem.2017.00001)	10.3389/fchem.2017.00001
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.1038/srep40228)	10.1038/srep40228
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.3389/fmicb.2017.00544)	10.3389/fmicb.2017.00544
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1186/s40409-017-0119-6)	10.1186/s40409-017-0119-6
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.1038/srep43384)	10.1038/srep43384
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.3389/fmicb.2017.00994)	10.3389/fmicb.2017.00994
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1038/s41467-017-00419-5)	10.1038/s41467-017-00419-5
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.1007/s00726-017-2449-7)	10.1007/s00726-017-2449-7
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.3389/fmicb.2017.00761)	10.3389/fmicb.2017.00761
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
extracted	10.1038/srep39925)	10.1038/srep39925
